0,-0.25,0.1,0.19095,0.10991,0.050258,0.10991,0.070807,0.03155,0.050258,0.03155,0.021565,1.1222,0.72198,0.17008
0.0070711,-0.25,0.1,0.19095,0.10991,0.050258,0.10991,0.070807,0.03155,0.050258,0.03155,0.021565,1.1222,0.72198,0.17008
0.014142,-0.25,0.1,0.19095,0.10991,0.050258,0.10991,0.070807,0.03155,0.050258,0.03155,0.021565,1.1227,0.72215,0.17026
0.021213,-0.25,0.1,0.19089,0.10987,0.050247,0.10987,0.070786,0.03154,0.050247,0.03154,0.021565,1.1251,0.72344,0.17072
0.028284,-0.25,0.1,0.19078,0.1098,0.050226,0.1098,0.070744,0.031518,0.050226,0.031518,0.021565,1.1294,0.72583,0.17146
0.035355,-0.25,0.1,0.19062,0.10969,0.050194,0.10969,0.07068,0.031487,0.050194,0.031487,0.021565,1.1356,0.72934,0.1725
0.042426,-0.25,0.1,0.1904,0.10954,0.050151,0.10954,0.070595,0.031444,0.050151,0.031444,0.021565,1.1437,0.73396,0.17383
0.049497,-0.25,0.1,0.19013,0.10935,0.050098,0.10935,0.070488,0.03139,0.050098,0.03139,0.021565,1.1538,0.73971,0.17549
0.056569,-0.25,0.1,0.1898,0.10912,0.050033,0.10912,0.070358,0.031325,0.050033,0.031325,0.021565,1.1659,0.74658,0.17748
0.06364,-0.25,0.1,0.18941,0.10885,0.049956,0.10885,0.070206,0.031249,0.049956,0.031249,0.021565,1.1801,0.7546,0.17983
0.070711,-0.25,0.1,0.18897,0.10854,0.049868,0.10854,0.07003,0.031161,0.049868,0.031161,0.021565,1.1964,0.76376,0.18257
0.077782,-0.25,0.1,0.18846,0.10818,0.049768,0.10818,0.069829,0.031061,0.049768,0.031061,0.021565,1.2149,0.77408,0.18571
0.084853,-0.25,0.1,0.1879,0.10779,0.049655,0.10779,0.069604,0.030948,0.049655,0.030948,0.021565,1.2356,0.78557,0.1893
0.091924,-0.25,0.1,0.18727,0.10735,0.049529,0.10735,0.069353,0.030823,0.049529,0.030823,0.021565,1.2588,0.79822,0.19337
0.098995,-0.25,0.1,0.18657,0.10686,0.04939,0.10686,0.069075,0.030684,0.04939,0.030684,0.021565,1.2843,0.81206,0.19795
0.10607,-0.25,0.1,0.18581,0.10633,0.049236,0.10633,0.068769,0.030531,0.049236,0.030531,0.021565,1.3124,0.82708,0.20309
0.11314,-0.25,0.1,0.18498,0.10574,0.049068,0.10574,0.068435,0.030364,0.049068,0.030364,0.021565,1.3431,0.84328,0.20882
0.12021,-0.25,0.1,0.18408,0.10511,0.048885,0.10511,0.06807,0.030182,0.048885,0.030182,0.021565,1.3765,0.86065,0.21519
0.12728,-0.25,0.1,0.18311,0.10443,0.048686,0.10443,0.067675,0.029984,0.048686,0.029984,0.021565,1.4127,0.87919,0.22224
0.13435,-0.25,0.1,0.18206,0.10369,0.04847,0.10369,0.067247,0.02977,0.04847,0.02977,0.021565,1.4517,0.89887,0.23002
0.14142,-0.25,0.1,0.18094,0.1029,0.048237,0.1029,0.066787,0.02954,0.048237,0.02954,0.021565,1.4937,0.91967,0.23857
0.14849,-0.25,0.1,0.17974,0.10205,0.047987,0.10205,0.066291,0.029292,0.047987,0.029292,0.021565,1.5388,0.94154,0.24793
0.15556,-0.25,0.1,0.17847,0.10115,0.047718,0.10115,0.06576,0.029026,0.047718,0.029026,0.021565,1.5868,0.96444,0.25815
0.16263,-0.25,0.1,0.17711,0.10019,0.04743,0.10019,0.065192,0.028743,0.04743,0.028743,0.021565,1.638,0.98828,0.26926
0.16971,-0.25,0.1,0.17567,0.099165,0.047122,0.099165,0.064586,0.02844,0.047122,0.02844,0.021565,1.6923,1.013,0.28131
0.17678,-0.25,0.1,0.17415,0.098084,0.046793,0.098084,0.063942,0.028117,0.046793,0.028117,0.021565,1.7497,1.0385,0.29434
0.18385,-0.25,0.1,0.17255,0.096941,0.046444,0.096941,0.063257,0.027775,0.046444,0.027775,0.021565,1.8101,1.0646,0.30837
0.19092,-0.25,0.1,0.17087,0.095738,0.046072,0.095738,0.062531,0.027412,0.046072,0.027412,0.021565,1.8736,1.0911,0.32343
0.19799,-0.25,0.1,0.16911,0.094473,0.045677,0.094473,0.061764,0.027028,0.045677,0.027028,0.021565,1.94,1.118,0.33955
0.20506,-0.25,0.1,0.16727,0.093146,0.04526,0.093146,0.060954,0.026624,0.04526,0.026624,0.021565,2.0092,1.1449,0.35674
0.21213,-0.25,0.1,0.16534,0.091758,0.044818,0.091758,0.060102,0.026197,0.044818,0.026197,0.021565,2.0809,1.1717,0.37502
0.2192,-0.25,0.1,0.16334,0.09031,0.044352,0.09031,0.059207,0.02575,0.044352,0.02575,0.021565,2.155,1.198,0.39438
0.22627,-0.25,0.1,0.16126,0.088802,0.043861,0.088802,0.058268,0.02528,0.043861,0.02528,0.021565,2.2311,1.2234,0.41483
0.23335,-0.25,0.1,0.15911,0.087236,0.043344,0.087236,0.057286,0.02479,0.043344,0.02479,0.021565,2.3089,1.2477,0.43636
0.24042,-0.25,0.1,0.15689,0.085614,0.042801,0.085614,0.056262,0.024277,0.042801,0.024277,0.021565,2.3879,1.2703,0.45895
0.24749,-0.25,0.1,0.15461,0.083938,0.042231,0.083938,0.055196,0.023744,0.042231,0.023744,0.021565,2.4676,1.2908,0.48257
0.25456,-0.25,0.1,0.15226,0.082211,0.041635,0.082211,0.054089,0.023191,0.041635,0.023191,0.021565,2.5474,1.3087,0.50718
0.26163,-0.25,0.1,0.14986,0.080436,0.041011,0.080436,0.052942,0.022617,0.041011,0.022617,0.021565,2.6266,1.3234,0.53277
0.2687,-0.25,0.1,0.14741,0.078617,0.040359,0.078617,0.051757,0.022025,0.040359,0.022025,0.021565,2.7043,1.3342,0.55927
0.27577,-0.25,0.1,0.14491,0.076758,0.039679,0.076758,0.050536,0.021414,0.039679,0.021414,0.021565,2.7797,1.3405,0.58664
0.28284,-0.25,0.1,0.14237,0.074863,0.038971,0.074863,0.049282,0.020787,0.038971,0.020787,0.021565,2.8517,1.3415,0.61485
0.28991,-0.25,0.1,0.13981,0.07294,0.038234,0.07294,0.047998,0.020145,0.038234,0.020145,0.021565,2.9191,1.3365,0.64385
0.29698,-0.25,0.1,0.13722,0.070992,0.037469,0.070992,0.046687,0.01949,0.037469,0.01949,0.021565,2.9808,1.3246,0.67362
0.30406,-0.25,0.1,0.13463,0.069027,0.036674,0.069027,0.045354,0.018823,0.036674,0.018823,0.021565,3.0353,1.3052,0.70417
0.31113,-0.25,0.1,0.13203,0.067052,0.03585,0.067052,0.044002,0.018147,0.03585,0.018147,0.021565,3.0812,1.2775,0.73551
0.3182,-0.25,0.1,0.12944,0.065076,0.034996,0.065076,0.042637,0.017465,0.034996,0.017465,0.021565,3.1168,1.2406,0.76772
0.32527,-0.25,0.1,0.12687,0.063105,0.034112,0.063105,0.041265,0.016779,0.034112,0.016779,0.021565,3.1408,1.1942,0.80095
0.33234,-0.25,0.1,0.12434,0.061151,0.033198,0.061151,0.039892,0.016092,0.033198,0.016092,0.021565,3.1514,1.1375,0.83539
