0,-0.00012207,4.8828e-05,0,0,11381,0,0,11382
0.0049505,-0.00012207,4.8828e-05,0,0,11381,0,0,11382
0.009901,-0.00012207,4.8828e-05,0,0,11381,0,0,11382
0.014851,-0.00012207,4.8828e-05,0,0,11381,0,0,11382
0.019802,-0.00012207,4.8828e-05,0,0,11381,0,0,11382
0.024752,-0.00012207,4.8828e-05,0,0,11381,0,0,11382
0.029703,-0.00012207,4.8828e-05,0,0,11382,0,0,11383
0.034653,-0.00012207,4.8828e-05,0,0,11382,0,0,11383
0.039604,-0.00012207,4.8828e-05,0,0,11383,0,0,11384
0.044554,-0.00012207,4.8828e-05,0,0,11384,0,0,11385
0.049505,-0.00012207,4.8828e-05,-3.9764e-05,-0.00033638,11385,0,0,11386
0.054455,-0.00012207,4.8828e-05,-4.041e-05,-0.00034009,11386,0,0,11387
0.059406,-0.00012207,4.8828e-05,-4.1191e-05,-0.00034452,11387,0,0,11388
0.064356,-0.00012207,4.8828e-05,-4.2106e-05,-0.00034973,11389,0,0,11390
0.069307,-0.00012207,4.8828e-05,-4.3169e-05,-0.00035574,11390,0,0,11391
0.074257,-0.00012207,4.8828e-05,-4.4383e-05,-0.00036261,11392,0,0,11393
0.079208,-0.00012207,4.8828e-05,-4.5756e-05,-0.00037038,11394,0,0,11395
0.084158,-0.00012207,4.8828e-05,-4.7303e-05,-0.00037908,11397,0,0,11398
0.089109,-0.00012207,4.8828e-05,-4.9028e-05,-0.00038877,11399,0,0,11400
0.094059,-0.00012207,4.8828e-05,-5.094e-05,-0.00039952,11402,0,0,11403
0.09901,-0.00012207,4.8828e-05,-5.3056e-05,-0.00041137,11405,0,0,11406
0.10396,-0.00012207,4.8828e-05,-5.5372e-05,-0.0004244,11409,0,0,11409
0.10891,-0.00012207,4.8828e-05,-5.7907e-05,-0.00043868,11412,0,0,11413
0.11386,-0.00012207,4.8828e-05,-6.0661e-05,-0.00045428,11417,0,0,11417
0.11881,-0.00012207,4.8828e-05,-6.3634e-05,-0.00047126,11421,0,0,11422
0.12376,-0.00012207,4.8828e-05,-6.6838e-05,-0.00048973,11427,0,0,11427
0.12871,-0.00012207,4.8828e-05,-7.026e-05,-0.00050975,11432,0,0,11433
0.13366,-0.00012207,4.8828e-05,-7.3899e-05,-0.00053143,11439,0,0,11440
0.13861,-0.00012207,4.8828e-05,-7.7736e-05,-0.00055484,11446,0,0,11447
0.14356,-0.00012207,4.8828e-05,-8.1768e-05,-0.00058006,11454,0,0,11455
0.14851,-0.00012207,4.8828e-05,-8.5946e-05,-0.00060722,11463,0,0,11464
0.15347,-0.00012207,4.8828e-05,-9.0244e-05,-0.00063637,11473,0,0,11473
0.15842,-0.00012207,4.8828e-05,-9.4604e-05,-0.00066761,11484,0,0,11485
0.16337,-0.00012207,4.8828e-05,-9.8961e-05,-0.00070102,11496,0,0,11497
0.16832,-0.00012207,4.8828e-05,-0.00010324,-0.00073668,11510,0,0,11511
0.17327,-0.00012207,4.8828e-05,-0.00010732,-0.00077464,11526,0,0,11527
0.17822,-0.00012207,4.8828e-05,-0.00011108,-0.00081494,11544,0,0,11545
0.18317,-0.00012207,4.8828e-05,-0.00011434,-0.00085762,11565,0,0,11565
0.18812,-0.00012207,4.8828e-05,-0.00011693,-0.00090265,11588,0,0,11588
0.19307,-0.00012207,4.8828e-05,-0.00011858,-0.00095,11614,0,0,11615
0.19802,-0.00012207,4.8828e-05,0,0,11644,0,0,11645
0.20297,-0.00012207,4.8828e-05,0,0,11679,0,0,11679
0.20792,-0.00012207,4.8828e-05,0,0,11719,0,0,11719
0.21287,-0.00012207,4.8828e-05,0,0,11765,0,0,11765
0.21782,-0.00012207,4.8828e-05,0,0,11818,0,0,11818
0.22277,-0.00012207,4.8828e-05,0,0,11880,0,0,11880
0.22772,-0.00012207,4.8828e-05,0,0,11951,0,0,11951
0.23267,-0.00012207,4.8828e-05,0,0,12034,0,0,12035
0.23762,-0.00012207,4.8828e-05,0,0,12131,0,0,12131
0.24257,-0.00012207,4.8828e-05,0,0,12243,0,0,12243
0.24752,-0.00012207,4.8828e-05,0,0,12373,0,0,12373
